origin,iso,h,model,actual,pred,err,sq,abs
2001,PHL,2,random_walk,5.08691113513073,3.04923134463486,-2.0376797904958703,4.152138928595294,2.0376797904958703
2001,PHL,3,random_walk,6.56922851180626,3.04923134463486,-3.5199971671714003,12.390380056894683,3.5199971671714003
2001,PHL,4,random_walk,4.94250511877678,3.04923134463486,-1.89327377414192,3.5844855838535903,1.89327377414192
2001,PHL,5,random_walk,5.31641682136939,3.04923134463486,-2.2671854767345296,5.140129985915976,2.2671854767345296
2001,SGP,1,random_walk,3.92336076702013,-1.07086275100448,-4.99422351802461,24.94226854799011,4.99422351802461
2001,SGP,2,random_walk,4.54825542643229,-1.07086275100448,-5.61911817743677,31.574489092000324,5.61911817743677
2001,SGP,3,random_walk,9.93998268434957,-1.07086275100448,-11.01084543535405,121.2387172012571,11.01084543535405
2001,SGP,4,random_walk,7.36632239250758,-1.07086275100448,-8.43718514351206,71.18609314590063,8.43718514351206
2001,SGP,5,random_walk,9.00676607871758,-1.07086275100448,-10.07762882972206,101.55860282964522,10.07762882972206
2001,THA,1,random_walk,6.14903605210036,3.44424900968372,-2.70478704241664,7.315872944824955,2.70478704241664
2001,THA,2,random_walk,7.18924330340971,3.44424900968372,-3.74499429372599,14.024982260040225,3.74499429372599
2001,THA,3,random_walk,6.28934214285795,3.44424900968372,-2.8450931331742297,8.094554936435156,2.8450931331742297
2001,THA,4,random_walk,4.18763842884337,3.44424900968372,-0.7433894191596502,0.5526278285185221,0.7433894191596502
2001,THA,5,random_walk,4.96781089246107,3.44424900968372,-1.5235618827773503,2.3212408106520646,1.5235618827773503
2001,USA,1,random_walk,1.70044733078285,0.955538337599847,-0.7449089931830031,0.5548894081249153,0.7449089931830031
2001,USA,2,random_walk,2.79560596378604,0.955538337599847,-1.840067626186193,3.3858488689384916,1.840067626186193
2001,USA,3,random_walk,3.84777169267127,0.955538337599847,-2.892233355071423,8.3650137801877,2.892233355071423
2001,USA,4,random_walk,3.48354993710312,0.955538337599847,-2.528011599503273,6.390842647223097,2.528011599503273
2001,USA,5,random_walk,2.78453963674239,0.955538337599847,-1.829001299142543,3.3452457522651105,1.829001299142543
2001,VNM,1,random_walk,6.32082099160833,6.19289331233377,-0.12792767927455984,0.016365491124574645,0.12792767927455984
2001,VNM,2,random_walk,6.89906349055258,6.19289331233377,-0.7061701782188097,0.4986763206055854,0.7061701782188097
2001,VNM,3,random_walk,7.53641060890386,6.19289331233377,-1.3435172965700897,1.8050387261830023,1.3435172965700897
2001,VNM,4,random_walk,7.54724772895918,6.19289331233377,-1.3543544166254096,1.8342758858327535,1.3543544166254096
2001,VNM,5,random_walk,6.97795481056711,6.19289331233377,-0.7850614982333397,0.616321556008376,0.7850614982333397
2001,BGD,1,rw_drift,3.83312393993225,5.027745012873083,1.1946210729408335,1.4271195079143082,1.1946210729408335
2001,BGD,2,rw_drift,4.73956739963045,4.978202250478887,0.23863485084843727,0.0569465920394559,0.23863485084843727
2001,BGD,3,rw_drift,5.23953291029852,4.928659488084691,-0.3108734222138292,0.0966422846389377,0.3108734222138292
2001,BGD,4,rw_drift,6.53594493875502,4.879116725690494,-1.656828213064526,2.74507972760659,1.656828213064526
2001,BGD,5,rw_drift,6.67190498576788,4.829573963296298,-1.8423310224715825,3.3941835963611866,1.8423310224715825
2001,CHN,1,rw_drift,9.23604870383861,8.724185806582238,-0.511862897256373,0.2620036255876883,0.511862897256373
2001,CHN,2,rw_drift,10.1138119025242,9.124324659693917,-0.9894872428302826,0.9790850037238745,0.9894872428302826
2001,CHN,3,rw_drift,10.1404291872206,9.524463512805594,-0.6159656744150048,0.3794137120575317,0.6159656744150048
2001,CHN,4,rw_drift,11.4535130030645,9.924602365917274,-1.5289106371472272,2.3375677363819403,1.5289106371472272
2001,CHN,5,rw_drift,12.6752842281595,10.324741219028951,-2.350543009130549,5.525052437772495,2.350543009130549
2001,DEU,1,rw_drift,-0.228255715793637,1.3071540347104036,1.5354097505040405,2.3574831019428797,1.5354097505040405
2001,DEU,2,rw_drift,-0.529801394291297,0.9781663625112473,1.5079677568025445,2.273966755556098,1.5079677568025445
2001,DEU,3,rw_drift,1.16208684507278,0.649178690312091,-0.512908154760689,0.2630747752200149,0.512908154760689
2001,DEU,4,rw_drift,0.885485292551564,0.3201910181129346,-0.5652942744386295,0.3195576167130965,0.5652942744386295
2001,DEU,5,rw_drift,3.86668241523209,-0.008796654086221878,-3.875479069318312,15.019338016724328,3.875479069318312
2001,FRA,1,rw_drift,1.06775027069419,1.8149069990119582,0.7471567283177682,0.5582431766705114,0.7471567283177682
2001,FRA,2,rw_drift,0.967827182558352,1.7303469861575562,0.7625198035992042,0.581436450880969,0.7625198035992042
2001,FRA,3,rw_drift,2.86825052501032,1.6457869733031545,-1.2224635517071654,1.4944171352524973,1.2224635517071654
2001,FRA,4,rw_drift,1.88856584109286,1.5612269604487525,-0.32733888064410754,0.10715074278133728,0.32733888064410754
2001,FRA,5,rw_drift,2.71406448755236,1.4766669475943508,-1.237397539958009,1.5311526718941326,1.237397539958009
2001,GBR,1,rw_drift,1.70902736258567,2.5375455847686785,0.8285182221830085,0.686442444489293,0.8285182221830085
2001,GBR,2,rw_drift,3.21851612669614,2.684068873509117,-0.534447253187023,0.2856338664391539,0.534447253187023
2001,GBR,3,rw_drift,2.32601853325993,2.8305921622495553,0.5045736289896254,0.25459454707176016,0.5045736289896254
2001,GBR,4,rw_drift,2.7906547174688,2.977115450989994,0.1864607335211943,0.03476760514526183,0.1864607335211943
2001,GBR,5,rw_drift,2.18982132415704,3.1236387397304326,0.9338174155733925,0.87201496562817,0.9338174155733925
2001,IDN,1,rw_drift,4.49947539085764,3.316315066183127,-1.183160324674513,1.3998683538838992,1.183160324674513
2001,IDN,2,rw_drift,4.78036912167654,2.9891636851513343,-1.791205436525206,3.2084169158374536,1.791205436525206
2001,IDN,3,rw_drift,5.03087394501685,2.6620123041195414,-2.368861640897309,5.611505473714691,2.368861640897309
2001,IDN,4,rw_drift,5.69257130383384,2.3348609230877484,-3.3577103807460915,11.274219000970064,3.3577103807460915
2001,IDN,5,rw_drift,5.50095178520348,2.007709542055956,-3.493242243147524,12.202741369310344,3.493242243147524
2001,IND,1,rw_drift,3.80397532120038,4.759467327691946,0.9554920064915664,0.9129649744692796,0.9554920064915664
2001,IND,2,rw_drift,7.86038147545045,4.694968391410862,-3.1654130840395878,10.019839992609015,3.1654130840395878
2001,IND,3,rw_drift,7.92293661307978,4.630469455129779,-3.292467157950001,10.840339986179355,3.292467157950001
2001,IND,4,rw_drift,7.92343062131789,4.565970518848695,-3.3574601024691955,11.27253833967246,3.3574601024691955
2001,IND,5,rw_drift,8.06073257305057,4.5014715825676115,-3.559260990482959,12.668338798373734,3.559260990482959
2001,JPN,1,rw_drift,0.0849888050363319,-0.13431003538155994,-0.21929884041789183,0.04809198140863199,0.21929884041789183
2001,JPN,2,rw_drift,1.38010935830795,-0.5532286271421609,-1.933337985450111,3.7377957659842935,1.933337985450111
2001,JPN,3,rw_drift,2.11294823723127,-0.9721472189027618,-3.085095456134032,9.51781397345885,3.085095456134032
2001,JPN,4,rw_drift,1.8482813374834,-1.3910658106633627,-3.239347148146763,10.493369946206565,3.239347148146763
2001,JPN,5,rw_drift,1.54630843078741,-1.8099844024239635,-3.3562928332113735,11.264701582266028,3.3562928332113735
2001,KOR,1,rw_drift,7.74399895319569,4.244211601572075,-3.499787351623615,12.248511506584638,3.499787351623615
2001,KOR,2,rw_drift,3.07472661826947,3.762487599920589,0.687760981651119,0.47301516788171083,0.687760981651119
2001,KOR,3,rw_drift,5.1836368597334,3.280763598269104,-1.902873261464296,3.6209266491957672,1.902873261464296
2001,KOR,4,rw_drift,4.35823667337156,2.799039596617618,-1.559197076753942,2.4310955241580383,1.559197076753942
2001,KOR,5,rw_drift,5.24500550580342,2.317315594966133,-2.9276899108372874,8.571368214018444,2.9276899108372874
2001,MYS,1,rw_drift,5.39098830692797,-0.2542203006756314,-5.645208607603601,31.868380223361793,5.645208607603601
2001,MYS,2,rw_drift,5.7884992858875,-1.026115920544124,-6.814615206431624,46.43898041172912,6.814615206431624
2001,MYS,3,rw_drift,6.78343772370305,-1.7980115404126162,-8.581449264115665,73.6412714725913,8.581449264115665
2001,MYS,4,rw_drift,5.33213916141486,-2.5699071602811085,-7.902046321695968,62.44233607022878,7.902046321695968
2001,MYS,5,rw_drift,5.5848470671515,-3.341802780149601,-8.926649847301102,79.68507749632079,8.926649847301102
2001,NLD,1,rw_drift,0.24582951723049,2.154526517726414,1.9086970004959238,3.6431242397021366,1.9086970004959238
2001,NLD,2,rw_drift,0.0978549395212411,1.9854684861943575,1.8876135466731163,3.5630849015838613,1.8876135466731163
2001,NLD,3,rw_drift,2.01628331561487,1.816410454662301,-0.19987286095256884,0.03994916054536492,0.19987286095256884
2001,NLD,4,rw_drift,2.03401576512488,1.6473524231302448,-0.38666334199463526,0.14950854004246025,0.38666334199463526
2001,NLD,5,rw_drift,3.53729585853395,1.4782943915981885,-2.0590014669357615,4.239487040843618,2.0590014669357615
2001,PHL,1,rw_drift,3.71625500158383,3.0461912370054045,-0.6700637645784253,0.44898544860101136,0.6700637645784253
2001,PHL,2,rw_drift,5.08691113513073,3.043151129375949,-2.0437600057547813,4.176954961122783,2.0437600057547813
2001,PHL,3,rw_drift,6.56922851180626,3.040111021746494,-3.5291174900597664,12.454670258645745,3.5291174900597664
2001,PHL,4,rw_drift,4.94250511877678,3.0370709141170384,-1.9054342046597417,3.6306795082873022,1.9054342046597417
2001,PHL,5,rw_drift,5.31641682136939,3.034030806487583,-2.2823860148818067,5.209285920928055,2.2823860148818067
2001,SGP,1,rw_drift,3.92336076702013,-2.061022960851957,-5.984383727872087,35.81284860242022,5.984383727872087
2001,SGP,2,rw_drift,4.54825542643229,-3.051183170699434,-7.599438597131724,57.751466991575384,7.599438597131724
2001,SGP,3,rw_drift,9.93998268434957,-4.041343380546912,-13.981326064896482,195.47747853295374,13.981326064896482
2001,SGP,4,rw_drift,7.36632239250758,-5.031503590394388,-12.397825982901967,153.7060891023191,12.397825982901967
2001,SGP,5,rw_drift,9.00676607871758,-6.021663800241866,-15.028429878959447,225.85370462680103,15.028429878959447
2001,THA,1,rw_drift,6.14903605210036,2.742165879234122,-3.4068701728662383,11.606764374765632,3.4068701728662383
2001,THA,2,rw_drift,7.18924330340971,2.0400827487845237,-5.149160554625187,26.51385441730796,5.149160554625187
2001,THA,3,rw_drift,6.28934214285795,1.3379996183349254,-4.9513425245230245,24.515792795150038,4.9513425245230245
2001,THA,4,rw_drift,4.18763842884337,0.6359164878853272,-3.551721940958043,12.61472874588277,3.551721940958043
2001,THA,5,rw_drift,4.96781089246107,-0.06616664256427107,-5.0339775350253415,25.340929823139813,5.0339775350253415
2001,USA,1,rw_drift,1.70044733078285,0.8709540430585803,-0.8294932877242698,0.6880591143796182,0.8294932877242698
2001,USA,2,rw_drift,2.79560596378604,0.7863697485173137,-2.0092362152687264,4.037030168747396,2.0092362152687264
2001,USA,3,rw_drift,3.84777169267127,0.7017854539760471,-3.145986238695223,9.897229414059716,3.145986238695223
2001,USA,4,rw_drift,3.48354993710312,0.6172011594347804,-2.86634877766834,8.215955315240786,2.86634877766834
2001,USA,5,rw_drift,2.78453963674239,0.5326168648935137,-2.2519227718488763,5.071156170371526,2.2519227718488763
2001,VNM,1,rw_drift,6.32082099160833,6.292163782629232,-0.02865720897909796,0.0008212356264716927,0.02865720897909796
2001,VNM,2,rw_drift,6.89906349055258,6.391434252924694,-0.5076292376278859,0.25768744289466866,0.5076292376278859
2001,VNM,3,rw_drift,7.53641060890386,6.490704723220156,-1.045705885683704,1.09350079935354,1.045705885683704
2001,VNM,4,rw_drift,7.54724772895918,6.589975193515618,-0.9572725354435621,0.9163707071145458,0.9572725354435621
2001,VNM,5,rw_drift,6.97795481056711,6.689245663811079,-0.2887091467560312,0.08335297142059557,0.2887091467560312
2001,BGD,1,country_mean,3.83312393993225,4.7919765867363955,0.9588526468041456,0.9193983982833156,0.9588526468041456
2001,BGD,2,country_mean,4.73956739963045,4.7919765867363955,0.052409187105945776,0.0027467228931060328,0.052409187105945776
2001,BGD,3,country_mean,5.23953291029852,4.7919765867363955,-0.44755632356212427,0.20030666276044487,0.44755632356212427
2001,BGD,4,country_mean,6.53594493875502,4.7919765867363955,-1.7439683520186247,3.0414256128425574,1.7439683520186247
2001,BGD,5,country_mean,6.67190498576788,4.7919765867363955,-1.8799283990314848,3.5341307854850816,1.8799283990314848
2001,CHN,1,country_mean,9.23604870383861,9.78777413740375,0.5517254335651387,0.3044009540426403,0.5517254335651387
2001,CHN,2,country_mean,10.1138119025242,9.78777413740375,-0.32603776512045,0.10630062428473773,0.32603776512045
2001,CHN,3,country_mean,10.1404291872206,9.78777413740375,-0.3526550498168497,0.12436558416132475,0.3526550498168497
2001,CHN,4,country_mean,11.4535130030645,9.78777413740375,-1.6657388656607512,2.7746859685727663,1.6657388656607512
2001,CHN,5,country_mean,12.6752842281595,9.78777413740375,-2.8875100907557503,8.337714524216281,2.8875100907557503
2001,DEU,1,country_mean,-0.228255715793637,2.2613118938891774,2.4895676096828145,6.197946883181803,2.4895676096828145
2001,DEU,2,country_mean,-0.529801394291297,2.2613118938891774,2.7911132881804743,7.790313387457619,2.7911132881804743
2001,DEU,3,country_mean,1.16208684507278,2.2613118938891774,1.0992250488163975,1.2082957079454115,1.0992250488163975
2001,DEU,4,country_mean,0.885485292551564,2.2613118938891774,1.3758266013376135,1.8928988369482085,1.3758266013376135
2001,DEU,5,country_mean,3.86668241523209,2.2613118938891774,-1.6053705213429126,2.5772145107968147,1.6053705213429126
2001,FRA,1,country_mean,1.06775027069419,2.227359791701749,1.159609521007559,1.3446942412113805,1.159609521007559
2001,FRA,2,country_mean,0.967827182558352,2.227359791701749,1.259532609143397,1.586422393495573,1.259532609143397
2001,FRA,3,country_mean,2.86825052501032,2.227359791701749,-0.6408907333085709,0.4107409320407978,0.6408907333085709
2001,FRA,4,country_mean,1.88856584109286,2.227359791701749,0.33879395060888884,0.1147813409691782,0.33879395060888884
2001,FRA,5,country_mean,2.71406448755236,2.227359791701749,-0.48670469585061094,0.2368814609630357,0.48670469585061094
2001,GBR,1,country_mean,1.70902736258567,2.779993512594386,1.0709661500087162,1.146968494464492,1.0709661500087162
2001,GBR,2,country_mean,3.21851612669614,2.779993512594386,-0.43852261410175375,0.19230208307863564,0.43852261410175375
2001,GBR,3,country_mean,2.32601853325993,2.779993512594386,0.4539749793344563,0.20609328186172002,0.4539749793344563
2001,GBR,4,country_mean,2.7906547174688,2.779993512594386,-0.010661204874413688,0.00011366128937422217,0.010661204874413688
2001,GBR,5,country_mean,2.18982132415704,2.779993512594386,0.5901721884373461,0.34830321200492637,0.5901721884373461
2001,IDN,1,country_mean,4.49947539085764,4.3045006933973635,-0.1949746974602764,0.038015132649726315,0.1949746974602764
2001,IDN,2,country_mean,4.78036912167654,4.3045006933973635,-0.47586842827917675,0.226450761032894,0.47586842827917675
2001,IDN,3,country_mean,5.03087394501685,4.3045006933973635,-0.7263732516194867,0.5276181006682662,0.7263732516194867
2001,IDN,4,country_mean,5.69257130383384,4.3045006933973635,-1.3880706104364764,1.9267400195574922,1.3880706104364764
2001,IDN,5,country_mean,5.50095178520348,4.3045006933973635,-1.1964510918061162,1.4314952150840474,1.1964510918061162
2001,IND,1,country_mean,3.80397532120038,5.529278837143174,1.725303515942794,2.976672222124567,1.725303515942794
2001,IND,2,country_mean,7.86038147545045,5.529278837143174,-2.331102638307276,5.434039510323142,2.331102638307276
2001,IND,3,country_mean,7.92293661307978,5.529278837143174,-2.393657775936606,5.729597548301778,2.393657775936606
2001,IND,4,country_mean,7.92343062131789,5.529278837143174,-2.394151784174716,5.731962765666977,2.394151784174716
2001,IND,5,country_mean,8.06073257305057,5.529278837143174,-2.5314537359073963,6.408258017039514,2.5314537359073963
2001,JPN,1,country_mean,0.0849888050363319,1.4630511608373782,1.3780623558010463,1.8990558564759294,1.3780623558010463
2001,JPN,2,country_mean,1.38010935830795,1.4630511608373782,0.08294180252942818,0.006879342606830659,0.08294180252942818
2001,JPN,3,country_mean,2.11294823723127,1.4630511608373782,-0.6498970763938918,0.4223662099053281,0.6498970763938918
2001,JPN,4,country_mean,1.8482813374834,1.4630511608373782,-0.38523017664602177,0.14840228899872515,0.38523017664602177
2001,JPN,5,country_mean,1.54630843078741,1.4630511608373782,-0.0832572699500318,0.006931772999532468,0.0832572699500318
2001,KOR,1,country_mean,7.74399895319569,7.352721889073284,-0.3912770641224057,0.15309774090824918,0.3912770641224057
2001,KOR,2,country_mean,3.07472661826947,7.352721889073284,4.277995270803814,18.301243537019797,4.277995270803814
2001,KOR,3,country_mean,5.1836368597334,7.352721889073284,2.1690850293398842,4.704929864506407,2.1690850293398842
2001,KOR,4,country_mean,4.35823667337156,7.352721889073284,2.994485215701724,8.9669417070562,2.994485215701724
2001,KOR,5,country_mean,5.24500550580342,7.352721889073284,2.1077163832698638,4.4424683523041955,2.1077163832698638
2001,MYS,1,country_mean,5.39098830692797,6.821280475229792,1.430292168301822,2.045735686705527,1.430292168301822
2001,MYS,2,country_mean,5.7884992858875,6.821280475229792,1.032781189342292,1.0666369850592792,1.032781189342292
2001,MYS,3,country_mean,6.78343772370305,6.821280475229792,0.037842751526742546,0.0014320738431147753,0.037842751526742546
2001,MYS,4,country_mean,5.33213916141486,6.821280475229792,1.4891413138149323,2.217541852510463,1.4891413138149323
2001,MYS,5,country_mean,5.5848470671515,6.821280475229792,1.236433408078292,1.5287675726121,1.236433408078292
2001,NLD,1,country_mean,0.24582951723049,3.297212375039015,3.051382857808525,9.310937344927721,3.051382857808525
2001,NLD,2,country_mean,0.0978549395212411,3.297212375039015,3.199357435517774,10.235888000202866,3.199357435517774
2001,NLD,3,country_mean,2.01628331561487,3.297212375039015,1.2809290594241451,1.6407792552772251,1.2809290594241451
2001,NLD,4,country_mean,2.03401576512488,3.297212375039015,1.263196609914135,1.5956656752985632,1.263196609914135
2001,NLD,5,country_mean,3.53729585853395,3.297212375039015,-0.24008348349493502,0.05764007904706274,0.24008348349493502
2001,PHL,1,country_mean,3.71625500158383,2.962962417577746,-0.753292584006084,0.5674497171185632,0.753292584006084
2001,PHL,2,country_mean,5.08691113513073,2.962962417577746,-2.1239487175529845,4.511158154794968,2.1239487175529845
2001,PHL,3,country_mean,6.56922851180626,2.962962417577746,-3.6062660942285145,13.005155142382185,3.6062660942285145
2001,PHL,4,country_mean,4.94250511877678,2.962962417577746,-1.9795427011990343,3.9185893058703694,1.9795427011990343
2001,PHL,5,country_mean,5.31641682136939,2.962962417577746,-2.353454403791644,5.538747630726282,2.353454403791644
2001,SGP,1,country_mean,3.92336076702013,6.680187855782031,2.7568270887619013,7.60009559733142,2.7568270887619013
2001,SGP,2,country_mean,4.54825542643229,6.680187855782031,2.1319324293497415,4.54513588331309,2.1319324293497415
2001,SGP,3,country_mean,9.93998268434957,6.680187855782031,-3.2597948285675384,10.626262324355668,3.2597948285675384
2001,SGP,4,country_mean,7.36632239250758,6.680187855782031,-0.6861345367255485,0.470780602487583,0.6861345367255485
2001,SGP,5,country_mean,9.00676607871758,6.680187855782031,-2.3265782229355496,5.41296622743794,2.3265782229355496
2001,THA,1,country_mean,6.14903605210036,4.9928504623392875,-1.1561855897610727,1.3367651179711595,1.1561855897610727
2001,THA,2,country_mean,7.18924330340971,4.9928504623392875,-2.1963928410704225,4.824141512305403,2.1963928410704225
2001,THA,3,country_mean,6.28934214285795,4.9928504623392875,-1.2964916805186624,1.6808906776541053,1.2964916805186624
2001,THA,4,country_mean,4.18763842884337,4.9928504623392875,0.8052120334959172,0.64836641888663,0.8052120334959172
2001,THA,5,country_mean,4.96781089246107,4.9928504623392875,0.025039569878217094,0.0006269800596861168,0.025039569878217094
2001,USA,1,country_mean,1.70044733078285,3.1074985276187888,1.4070511968359387,1.9797930705174476,1.4070511968359387
2001,USA,2,country_mean,2.79560596378604,3.1074985276187888,0.31189256383274877,0.09727697137416527,0.31189256383274877
2001,USA,3,country_mean,3.84777169267127,3.1074985276187888,-0.7402731650524812,0.5480043588968181,0.7402731650524812
2001,USA,4,country_mean,3.48354993710312,3.1074985276187888,-0.37605140948433124,0.14141466257515217,0.37605140948433124
2001,USA,5,country_mean,2.78453963674239,3.1074985276187888,0.32295889087639873,0.10430244519611362,0.32295889087639873
2001,VNM,1,country_mean,6.32082099160833,7.264196251419212,0.9433752598108818,0.8899568808232486,0.9433752598108818
2001,VNM,2,country_mean,6.89906349055258,7.264196251419212,0.36513276086663193,0.133321933058089,0.36513276086663193
2001,VNM,3,country_mean,7.53641060890386,7.264196251419212,-0.27221435748464806,0.07410065642077977,0.27221435748464806
2001,VNM,4,country_mean,7.54724772895918,7.264196251419212,-0.28305147753996796,0.08011813893755898,0.28305147753996796
2001,VNM,5,country_mean,6.97795481056711,7.264196251419212,0.2862414408521019,0.08193416246108735,0.2862414408521019
2001,BGD,1,pooled_mean,3.83312393993225,4.726509804236408,0.8933858643041583,0.798138302538488,0.8933858643041583
2001,BGD,2,pooled_mean,4.73956739963045,4.726509804236408,-0.013057595394041499,0.00017050079747449377,0.013057595394041499
2001,BGD,3,pooled_mean,5.23953291029852,4.726509804236408,-0.5130231060621115,0.26319270735361655,0.5130231060621115
